0.930724561	11.39099693	-1.248524666
0.640118003	13.19403267	-1.391260743
-2.130925894	39.21108627	0.334944069
-3.535300732	38.80066299	0.566065311
0.084510393	13.28410625	-1.344183922
-0.403782189	13.4039135	-1.267317176
0.267090678	13.10442829	-1.7779634
-0.208627284	13.51907635	-1.760097504
1.793485641	21.63731575	-1.016862988
1.0124017	22.09937668	-0.883241117
1.333632469	13.96467113	-1.07031405
0.812115967	13.51869202	-0.95102638
0.181546673	22.83896828	-0.823741078
-1.192765355	39.31384277	-1.287575841
0.276428819	13.3537569	-0.867114902
-0.221899748	14.09933376	-0.828631997
-2.615346909	39.0499649	-1.112476349
-4.099555492	38.66793442	-0.829427242
1.846670628	22.2371006	0.551298738
1.060966134	23.07198906	0.680152774
2.153237343	22.30995369	-0.256421983
1.356670618	22.86477089	-0.114446387
0.181157544	23.28262711	0.808311284
-1.06430161	37.76167297	1.421429157
0.469770461	22.0703125	0.020458894
-0.556875646	39.71293259	0.12894766
0.965644479	11.37813568	-1.247253776
0.682747483	13.21575165	-1.394158363
-2.007730246	39.21759033	0.334944069
-3.415329695	38.83349228	0.566268682
0.12587893	13.25199509	-1.340453744
-0.360061556	13.34947777	-1.261166453
0.308005959	13.09364128	-1.776458263
-0.165029928	13.44051456	-1.748521805
1.879678249	21.84044647	-1.028716803
1.079535604	22.04820061	-0.880871713
1.40220356	14.20614147	-1.092909694
0.857142448	13.5578413	-0.954622269
0.252807736	22.7983284	-0.821932793
-1.069919467	39.34136963	-1.288488507
0.320486754	13.43452835	-0.873720765
-0.176797986	14.04411983	-0.824510992
-2.494544983	39.0879097	-1.113488674
-3.971674919	38.61897278	-0.827772915
2.083987236	24.14765549	0.581115305
1.173809052	23.90939713	0.697467804
2.20365119	22.10811043	-0.252361089
1.433148861	22.93624687	-0.1155148
0.254758388	23.31992722	0.809296072
-0.946538806	37.79880142	1.422524095
0.532397389	21.80682373	0.022674924
-0.432480335	39.74648666	0.128885001
0.997458875	11.33157921	-1.241662145
0.724995911	13.22741985	-1.395848632
-1.886124015	39.25766373	0.335055441
-3.295697927	38.87192917	0.566527486
0.167017549	13.21776962	-1.336490273
-0.316943079	13.30483627	-1.256114125
0.348856121	13.08272743	-1.774953246
-0.122826464	13.44294548	-1.748811245
1.943786979	21.78471565	-1.025894523
1.144834042	21.96689606	-0.877021372
1.4324435	14.06299305	-1.080154181
0.903320074	13.61076069	-0.959416807
0.315554798	22.22008133	-0.795803189
-0.947109878	39.37650299	-1.289705515
-0.131977752	13.9827776	-0.819948435
-2.372931719	39.11550522	-1.114163637
-3.86031127	38.73072433	-0.830441177
2.048750162	22.91415596	0.562022805
1.250449061	23.93554497	0.698084772
2.278267384	22.1508007	-0.253397048
1.460273266	22.23514748	-0.105702296
0.327533126	23.28702545	0.808466792
-0.828462958	37.83156586	1.423490167
0.662631929	23.95207787	0.004506858
-0.170151561	23.37025642	0.160953358
1.016801953	11.15457439	-1.219295263
0.769322217	13.27463341	-1.401885271
-1.76375556	39.28537369	0.335127473
-3.174054146	38.88806915	0.566582978
0.208083346	13.19136143	-1.333459496
-0.274783373	13.2898674	-1.254356742
